chapter	path	kind	status	render_bytes	ref_bytes	render_sha16	ref_sha16	dimensions_match	pixel_diff_pct	pixels_differing	pixels_total	allowlisted	classification
epicurves	figure-html/unnamed-chunk-28-3.png	image	match	57258	57258	f9f8ba95d5781634	f9f8ba95d5781634	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-28-4.png	image	match	58782	58782	73c5932870a3fc59	73c5932870a3fc59	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-28-5.png	image	match	58267	58267	1746163b3fb7289f	1746163b3fb7289f	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-30-1.png	image	match	25285	25285	0d121126bdd75396	0d121126bdd75396	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-33-1.png	image	match	61948	61948	671c8f512d7180b0	671c8f512d7180b0	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-34-1.png	image	match	81407	81407	9a0a982ff2ac4764	9a0a982ff2ac4764	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-36-1.png	image	match	111927	111927	1a4e6df411164366	1a4e6df411164366	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-37-1.png	image	match	97830	97830	74a4340ca887ac94	74a4340ca887ac94	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-40-1.png	image	match	149324	149324	bbff41bb586f4e6c	bbff41bb586f4e6c	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-41-1.png	image	match	62721	62721	bb2a93558a6f9d0a	bb2a93558a6f9d0a	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-43-1.png	image	match	47658	47658	9671e5c32b85b32d	9671e5c32b85b32d	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-44-1.png	image	match	46015	46015	db7e99df6dc98ecb	db7e99df6dc98ecb	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-46-1.png	image	match	77494	77494	2dbc4478f909cf4d	2dbc4478f909cf4d	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-48-1.png	image	match	49515	49515	5c64e28e1b276d48	5c64e28e1b276d48	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-51-1.png	image	match	45805	45805	ae6d8fea286e1ced	ae6d8fea286e1ced	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-53-1.png	image	match	61391	61391	d797c1a354072ea5	d797c1a354072ea5	NA	NA	NA	NA	no	
epicurves	figure-html/unnamed-chunk-8-1.png	image	match	17013	17013	1d8a25e94b3a0927	1d8a25e94b3a0927	NA	NA	NA	NA	no	
epidemic_models	figure-html/epidemic_models_epiestim_config_late_run-1.png	image	match	47757	47757	0f8773f7f0ed036e	0f8773f7f0ed036e	NA	NA	NA	NA	no	
epidemic_models	figure-html/epidemic_models_epiestim_emp-1.png	image	match	43630	43630	d8679f1975da172a	d8679f1975da172a	NA	NA	NA	NA	no	
epidemic_models	figure-html/epidemic_models_epiestim_lit_plot-1.png	image	match	43633	43633	ce4b0b721ce468a7	ce4b0b721ce468a7	NA	NA	NA	NA	no	
epidemic_models	figure-html/epidemic_models_epiestim_plot_full-1.png	image	match	154447	154447	4d32512c3cb96052	4d32512c3cb96052	NA	NA	NA	NA	no	
epidemic_models	figure-html/epidemic_models_episoon-1.png	image	match	64251	64251	e2e6dd6e7782f54b	e2e6dd6e7782f54b	NA	NA	NA	NA	no	
epidemic_models	figure-html/epidemic_models_plot_epinow_cusotom-1.png	image	match	74814	74814	3e2c297db89ed049	3e2c297db89ed049	NA	NA	NA	NA	no	
epidemic_models	figure-html/epidemic_models_plot_projection-1.png	image	mismatch	77464	67697	9ae10c1c3e3c475c	d045570299193a30	yes	0.8311	33090	3981312	yes	allowlisted (confirmed) -- README.md 'Task 1: settling run-to-run vs. instrumentation': A/A re-render test + set.seed() experiment directly proved unseeded rgamma()/project(), run-to-run
epidemic_models	figure-html/epidemic_models_projection_setup-1.png	image	mismatch	15679	15959	731552db0b65e869	05801f5b9343dd1b	yes	16.4060	211677	1290240	yes	allowlisted (confirmed) -- README.md 'Task 1: settling run-to-run vs. instrumentation': A/A re-render test + set.seed() experiment directly proved unseeded rgamma()/project(), run-to-run
epidemic_models	figure-html/epidemic_models_projections_distcrete_plot-1.png	image	match	18633	18633	d382d3b8185519a1	d382d3b8185519a1	NA	NA	NA	NA	no	
epidemic_models	figure-html/unnamed-chunk-1-1.png	image	match	267677	267677	ee8e0ba741b5eed9	ee8e0ba741b5eed9	NA	NA	NA	NA	no	
epidemic_models	figure-html/unnamed-chunk-4-1.png	image	match	267677	267677	ee8e0ba741b5eed9	ee8e0ba741b5eed9	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-12-1.png	image	match	18202	18202	c9d45bafb846c659	c9d45bafb846c659	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-18-1.png	image	match	18643	18643	f857f2f7a1cbd820	f857f2f7a1cbd820	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-18-2.png	image	match	20770	20770	e83bad2e1daf765b	e83bad2e1daf765b	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-19-1.png	image	match	22042	22042	b99cd2e1b0580488	b99cd2e1b0580488	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-19-2.png	image	match	23625	23625	0d6b12f5f8e7a300	0d6b12f5f8e7a300	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-20-1.png	image	match	31626	31626	9668f050ce6ce564	9668f050ce6ce564	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-20-2.png	image	match	31257	31257	f2696a7d1ba9e30d	f2696a7d1ba9e30d	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-21-1.png	image	match	105866	105866	d11ad3ceca5574d6	d11ad3ceca5574d6	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-29-1.png	image	match	48945	48945	00c2199e8990fb19	00c2199e8990fb19	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-30-1.png	image	match	17795	17795	fb8eb5e1f5fc7dcf	fb8eb5e1f5fc7dcf	NA	NA	NA	NA	no	
factors	figure-html/unnamed-chunk-7-1.png	image	match	18871	18871	2c94294e58edb5ea	2c94294e58edb5ea	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-14-1.png	image	match	69633	69633	b40fb86375dd0395	b40fb86375dd0395	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-15-1.png	image	match	15377	15377	f3930afd579c0452	f3930afd579c0452	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-16-1.png	image	match	213527	213527	52ee5cd352a67b17	52ee5cd352a67b17	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-16-2.png	image	match	20254	20254	f55e90e82f0a110c	f55e90e82f0a110c	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-17-1.png	image	match	134646	134646	a4523fcdf7135d7c	a4523fcdf7135d7c	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-17-2.png	image	match	155479	155479	c23158d8cd94a204	c23158d8cd94a204	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-18-1.png	image	match	223823	223823	ee0dfe8c6176badd	ee0dfe8c6176badd	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-20-1.png	image	match	277651	277651	d0c41f86bbfc966c	d0c41f86bbfc966c	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-24-1.png	image	match	41962	41962	8ded3c4bd089ac65	8ded3c4bd089ac65	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-27-1.png	image	match	66909	66909	d17d9d4edafca794	d17d9d4edafca794	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-28-1.png	image	match	56032	56032	5167874801f01067	5167874801f01067	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-29-1.png	image	match	284820	284820	619b16f064c2d103	619b16f064c2d103	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-30-1.png	image	match	284634	284634	c568e69ed3d86667	c568e69ed3d86667	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-31-1.png	image	match	135920	135920	e6d21c063e01602f	e6d21c063e01602f	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-32-1.png	image	match	204279	204279	3e2414eedc884c92	3e2414eedc884c92	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-32-2.png	image	match	206734	206734	f594c7efdcb858c9	f594c7efdcb858c9	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-32-3.png	image	match	208455	208455	04943a995babf0c9	04943a995babf0c9	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-32-4.png	image	match	207515	207515	860e35cefbde84b3	860e35cefbde84b3	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-33-1.png	image	match	143809	143809	a88f719fa1a81ad3	a88f719fa1a81ad3	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-34-1.png	image	match	39412	39412	37a463411982a05b	37a463411982a05b	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-35-1.png	image	match	19453	19453	83d81b939f3c8320	83d81b939f3c8320	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-35-2.png	image	match	18712	18712	722c68cbf5493be3	722c68cbf5493be3	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-35-3.png	image	match	17688	17688	a7c65bc3f5ca94db	a7c65bc3f5ca94db	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-35-4.png	image	match	18147	18147	423ae027fd994eea	423ae027fd994eea	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-36-1.png	image	match	29631	29631	f1ad27efb494d613	f1ad27efb494d613	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-36-2.png	image	match	81733	81733	9f18e953c835811d	9f18e953c835811d	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-37-1.png	image	match	33105	33105	500512ba7fbc7ed7	500512ba7fbc7ed7	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-37-2.png	image	match	68682	68682	514b240bc501dcde	514b240bc501dcde	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-37-3.png	image	match	78948	78948	04cb46fed8c5ebb4	04cb46fed8c5ebb4	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-37-4.png	image	match	84285	84285	8dfeb971dd189e2f	8dfeb971dd189e2f	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-39-1.png	image	match	18084	18084	192a640fec60ac74	192a640fec60ac74	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-39-2.png	image	match	30803	30803	4d541f932b7608b6	4d541f932b7608b6	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-40-1.png	image	mismatch	233363	231175	36b3d1a38dc68929	5b4ebcf460f4f577	yes	13.7939	177974	1290240	yes	allowlisted (confirmed) -- README.md 'Task 1: settling run-to-run vs. instrumentation': A/A re-render test + set.seed() experiment directly proved unseeded geom_jitter()/geom_sina(), run-to-run
ggplot_basics	figure-html/unnamed-chunk-40-2.png	image	match	67490	67490	18f4c9fe660e6bd3	18f4c9fe660e6bd3	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-41-1.png	image	mismatch	241595	245254	085e9efe10ed163b	ac92bee558af0589	yes	10.7425	138604	1290240	yes	allowlisted (confirmed) -- README.md 'Task 1: settling run-to-run vs. instrumentation': A/A re-render test + set.seed() experiment directly proved unseeded geom_jitter()/geom_sina(), run-to-run
ggplot_basics	figure-html/unnamed-chunk-42-1.png	image	match	70100	70100	22cc5b1d8402dd09	22cc5b1d8402dd09	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-42-2.png	image	match	54612	54612	4ee47a0740169f58	4ee47a0740169f58	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-46-1.png	image	match	22947	22947	6bd2a98eab39e732	6bd2a98eab39e732	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-46-2.png	image	match	44227	44227	6625bdfb539ff221	6625bdfb539ff221	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-48-1.png	image	match	12128	12128	8c4dc49dbb79a979	8c4dc49dbb79a979	NA	NA	NA	NA	no	
ggplot_basics	figure-html/unnamed-chunk-50-1.png	image	match	44797	44797	05b9fde624dff69f	05b9fde624dff69f	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-11-1.png	image	match	20098	20098	50e486aeee2aad19	50e486aeee2aad19	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-11-2.png	image	match	20511	20511	15c518dc9c08e763	15c518dc9c08e763	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-14-1.png	image	match	49530	49530	401ee3215df8a030	401ee3215df8a030	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-14-2.png	image	match	54421	54421	de97a7a7f6399757	de97a7a7f6399757	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-15-1.png	image	match	57044	57044	e4a50a95d19b746f	e4a50a95d19b746f	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-15-2.png	image	match	61200	61200	bf63b91dd1695f09	bf63b91dd1695f09	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-15-3.png	image	match	66566	66566	beb52b76b3c47546	beb52b76b3c47546	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-15-4.png	image	match	61117	61117	801ef95868bf7982	801ef95868bf7982	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-16-1.png	image	match	38545	38545	c975664b22ca64ba	c975664b22ca64ba	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-16-2.png	image	match	21176	21176	8a9d17dd33563f92	8a9d17dd33563f92	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-16-3.png	image	match	34820	34820	4895a31b67b14921	4895a31b67b14921	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-17-1.png	image	match	25831	25831	41a8fa15b0e1e480	41a8fa15b0e1e480	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-18-1.png	image	match	187593	187593	f1904e4c88b46b74	f1904e4c88b46b74	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-18-2.png	image	match	65944	65944	e29cccf084e54dc8	e29cccf084e54dc8	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-20-1.png	image	match	91397	91397	a31cdd4726fc44f9	a31cdd4726fc44f9	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-21-1.png	image	match	153780	153780	732defe51ab32f53	732defe51ab32f53	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-22-1.png	image	match	62566	62566	3b4ff7353e14aaf3	3b4ff7353e14aaf3	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-23-1.png	image	mismatch	36742	36887	374afc5255e8f720	9acf75b9acd27441	yes	3.3438	43143	1290240	yes	allowlisted (source-inspection-only) -- README.md 'Generated assets (figures) vs. book': unseeded ggrepel::geom_label_repel() stochastic label-repulsion layout; no set.seed() anywhere in the chapter source
ggplot_tips	figure-html/unnamed-chunk-24-1.png	image	mismatch	182417	182350	a4b0088f0e85fc3f	e17b8cbe2d9edfb6	yes	0.6625	8548	1290240	yes	allowlisted (source-inspection-only) -- README.md 'Generated assets (figures) vs. book': unseeded ggrepel::geom_label_repel() stochastic label-repulsion layout; no set.seed() anywhere in the chapter source
ggplot_tips	figure-html/unnamed-chunk-25-1.png	image	match	17663	17663	4e0d33bab8b0f215	4e0d33bab8b0f215	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-26-1.png	image	match	15382	15382	65fdcf8f94d88b5c	65fdcf8f94d88b5c	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-27-1.png	image	match	15523	15523	977cd86f83abf49f	977cd86f83abf49f	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-28-1.png	image	mismatch	210354	210360	8e1b936fdfef6c0a	af5b483bafbf2c81	yes	0.0007	9	1290240	yes	allowlisted (source-inspection-only) -- README.md 'Generated assets (figures) vs. book': 0.0007% (9 of 1,290,240 pixels) -- antialiasing-scale rendering noise, not a content difference
ggplot_tips	figure-html/unnamed-chunk-30-1.png	image	match	29786	29786	1d05cb3bc8fd1d44	1d05cb3bc8fd1d44	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-32-1.png	image	match	56835	56835	12c475782190c2c6	12c475782190c2c6	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-33-1.png	image	match	59718	59718	88dd04e6a43a50bf	88dd04e6a43a50bf	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-34-1.png	image	match	71693	71693	399ea4eaf45c58b0	399ea4eaf45c58b0	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-35-1.png	image	match	21532	21532	e6d1a02dcececf7a	e6d1a02dcececf7a	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-36-1.png	image	match	53116	53116	f6a2fa116d2946cc	f6a2fa116d2946cc	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-37-1.png	image	match	62641	62641	2329a5ef3518d3eb	2329a5ef3518d3eb	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-5-1.png	image	match	19143	19143	111f67f277f6c884	111f67f277f6c884	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-6-1.png	image	match	141208	141208	acc646040152388e	acc646040152388e	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-6-2.png	image	match	182826	182826	2e74ec9eb5fdb22e	2e74ec9eb5fdb22e	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-6-3.png	image	match	157316	157316	67adef94fabc4fd8	67adef94fabc4fd8	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-6-4.png	image	match	38695	38695	985b42026deab8b8	985b42026deab8b8	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-7-1.png	image	match	27909	27909	01f73abce4a8a76b	01f73abce4a8a76b	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-7-2.png	image	match	31446	31446	d95c98ebf907e173	d95c98ebf907e173	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-8-1.png	image	match	27909	27909	01f73abce4a8a76b	01f73abce4a8a76b	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-8-2.png	image	match	60533	60533	8d2c615c075e44ef	8d2c615c075e44ef	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-9-1.png	image	match	24942	24942	f8f2ce6d029c4f39	f8f2ce6d029c4f39	NA	NA	NA	NA	no	
ggplot_tips	figure-html/unnamed-chunk-9-2.png	image	match	26252	26252	a0769d910964945c	a0769d910964945c	NA	NA	NA	NA	no	
heatmaps	figure-html/unnamed-chunk-19-1.png	image	match	54682	54682	ef13eee4b51ea0a1	ef13eee4b51ea0a1	NA	NA	NA	NA	no	
heatmaps	figure-html/unnamed-chunk-31-1.png	image	match	59090	59090	63dcabd48d4255aa	63dcabd48d4255aa	NA	NA	NA	NA	no	
heatmaps	figure-html/unnamed-chunk-32-1.png	image	match	91370	91370	8c0f157a672adeea	8c0f157a672adeea	NA	NA	NA	NA	no	
heatmaps	figure-html/unnamed-chunk-36-1.png	image	match	91391	91391	c65204aed50452f7	c65204aed50452f7	NA	NA	NA	NA	no	
heatmaps	figure-html/unnamed-chunk-37-1.png	image	match	138991	138991	e0b757d7a72f3f06	e0b757d7a72f3f06	NA	NA	NA	NA	no	
interactive_plots	figure-html/unnamed-chunk-11-1.png	image	match	92494	92494	727a954e465f3dd3	727a954e465f3dd3	NA	NA	NA	NA	no	
interactive_plots	figure-html/unnamed-chunk-7-1.png	image	match	51171	51171	c4878316879f83ca	c4878316879f83ca	NA	NA	NA	NA	no	
iteration	figure-html/unnamed-chunk-16-1.png	image	match	41338	41338	51b133a9e3205fd4	51b133a9e3205fd4	NA	NA	NA	NA	no	
iteration	figure-html/unnamed-chunk-17-1.png	image	match	43125	43125	d174c2992def5332	d174c2992def5332	NA	NA	NA	NA	no	
iteration	figure-html/unnamed-chunk-17-2.png	image	match	45501	45501	915544e2a3239810	915544e2a3239810	NA	NA	NA	NA	no	
iteration	figure-html/unnamed-chunk-17-3.png	image	match	50117	50117	0b28b45e4324ff77	0b28b45e4324ff77	NA	NA	NA	NA	no	
iteration	figure-html/unnamed-chunk-17-4.png	image	match	46450	46450	a662aed47102d9ae	a662aed47102d9ae	NA	NA	NA	NA	no	
iteration	figure-html/unnamed-chunk-17-5.png	image	match	41260	41260	62fd5c8dfa244068	62fd5c8dfa244068	NA	NA	NA	NA	no	
iteration	figure-html/unnamed-chunk-17-6.png	image	match	41414	41414	851137731e44e99e	851137731e44e99e	NA	NA	NA	NA	no	
iteration	figure-html/unnamed-chunk-43-1.png	image	match	43200	43200	9b82195426a113a6	9b82195426a113a6	NA	NA	NA	NA	no	
